Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Numeric Errors,@openzeppelin/contracts-upgradeable,https://security.snyk.io/vuln/SNYK-JS-OPENZEPPELINCONTRACTSUPGRADEABLE-1921094,,False,>=4.2.0 <4.3.3 ,https://github.com/OpenZeppelin/openzeppelin-contracts/commit/70138680cf24b5af1cc345e55ea36dbaf26042a3
Numeric Errors,@openzeppelin/contracts,https://security.snyk.io/vuln/SNYK-JS-OPENZEPPELINCONTRACTS-1921095,,False,>=4.2.0 <4.3.3 ,https://github.com/OpenZeppelin/openzeppelin-contracts/commit/70138680cf24b5af1cc345e55ea36dbaf26042a3
Cross-site Scripting (XSS),@factor/plugin-forum,https://security.snyk.io/vuln/SNYK-JS-FACTORPLUGINFORUM-1921260,CVE-2021-25983,False,>=1.3.8 ,
Cross-site Scripting (XSS),@factor/plugin-forum,https://security.snyk.io/vuln/SNYK-JS-FACTORPLUGINFORUM-1921261,CVE-2021-25982,False,>=1.3.5 ,
Malicious Package,@xvideos/alerts,https://security.snyk.io/vuln/SNYK-JS-XVIDEOSALERTS-1920929,,False,* ,
Malicious Package,@pornhub/alerts,https://security.snyk.io/vuln/SNYK-JS-PORNHUBALERTS-1920927,,False,* ,
Insufficient Session Expiration,@cyyynthia/tokenize,https://security.snyk.io/vuln/SNYK-JS-CYYYNTHIATOKENIZE-1915381,,False,<1.1.3 ,https://github.com/cyyynthia/tokenize/pull/1/commits/3862864a5cf4cae2eda9de0a5a5e5688170be9ca
Regular Expression Denial of Service (ReDoS),natural,https://security.snyk.io/vuln/SNYK-JS-NATURAL-1915418,,False,<5.1.11 ,https://github.com/NaturalNode/natural/commit/90e85afb20e76560bc555d83abad3bc919388381
Cross-site Scripting (XSS),uswds,https://security.snyk.io/vuln/SNYK-JS-USWDS-1656800,,False,<2.12.2 ,https://github.com/uswds/uswds/commit/b79048c772638600957f93105c9651a8f57a70d3
Regular Expression Denial of Service (ReDoS),uglify-js,https://security.snyk.io/vuln/SNYK-JS-UGLIFYJS-1727251,,False,<3.14.3 ,https://github.com/mishoo/UglifyJS/commit/157521066fc43cff2feab7ffc1ecea603617606b
Improper Verification of Cryptographic Signature,starkbank-ecdsa,https://security.snyk.io/vuln/SNYK-JS-STARKBANKECDSA-1913038,,False,<1.1.3 ,https://github.com/starkbank/ecdsa-dotnet/commit/d78a6c0d80dbf55229f768faa967f14519b9dddd
Cross-site Scripting (XSS),gethue,https://security.snyk.io/vuln/SNYK-JS-GETHUE-1912878,CVE-2021-32481,False,<4.10.1 ,https://github.com/cloudera/hue/commit/87defd31d7ec5c7552e414649aa442f75b5a1230
Information Exposure,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1912085,CVE-2021-37976,False,>=14.0.0 <14.2.0 >=13.0.0 <13.5.2 <12.2.2 ,
Heap-based Buffer Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1912082,CVE-2021-37978,False,>=14.0.0 <14.2.0 <13.5.2 ,
Arbitrary Code Execution,obsidian-dataview,https://security.snyk.io/vuln/SNYK-JS-OBSIDIANDATAVIEW-1912069,CVE-2021-42057,True,* ,
Malicious Package,coa,https://security.snyk.io/vuln/SNYK-JS-COA-1911118,,False,>2.0.2 ,
Malicious Package,rc,https://security.snyk.io/vuln/SNYK-JS-RC-1911120,,False,>1.2.8 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1910985,CVE-2021-37975,False,>=14.0.0 <14.1.1 >=13.0.0 <13.5.2 <12.2.2 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1910987,CVE-2021-37970,False,>=14.0.0 <14.1.1 >=13.0.0 <13.5.2 <12.2.2 ,
Exposure of Resource to Wrong Sphere,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1910988,CVE-2021-37968,False,>=14.0.0 <14.1.1 >=13.0.0 <13.5.2 <12.2.2 ,
Improper Access Control,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1910991,CVE-2021-37967,False,>=14.0.0 <14.1.1 >=13.0.0 <13.5.2 <12.2.2 ,
Cross-site Scripting (XSS),tinymce,https://security.snyk.io/vuln/SNYK-JS-TINYMCE-1910225,,False,<5.10.0 ,https://github.com/tinymce/tinymce/commit/4b3b0ddfe915a266432acfe23c3653c98b60edfb#diff-5b33cb2dbd28b63194e7b666bbcf9b6367a177fe3b88898d746bacbb5049bfe7
Prototype Pollution,@brikcss/merge,https://security.snyk.io/vuln/SNYK-JS-BRIKCSSMERGE-1727594,,True,* ,
Sandbox Bypass,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1731315,CVE-2021-37980,True,<12.2.2 >=13.0.0 <13.5.2 >=14.0.0 <14.2.0 ,
Access Control Bypass,portainer,https://security.snyk.io/vuln/SNYK-JS-PORTAINER-1769215,CVE-2021-41874,False,* ,
Regular Expression Denial of Service (ReDoS),ramda,https://security.snyk.io/vuln/SNYK-JS-RAMDA-1582370,,False,<0.27.2 ,https://github.com/ramda/ramda/commit/37af6ae2ca8b94656996dd27fb0a1f208d69134e
Malicious Package,noblox.js-proxy,https://security.snyk.io/vuln/SNYK-JS-NOBLOXJSPROXY-1767970,,False,* ,
Malicious Package,noblox.js-proxies,https://security.snyk.io/vuln/SNYK-JS-NOBLOXJSPROXIES-1767971,,False,* ,
Cross-site Scripting (XSS),tinymce,https://security.snyk.io/vuln/SNYK-JS-TINYMCE-1766967,,False,<5.9.0 ,https://github.com/tinymce/tinymce/commit/6cb9c736550cf973d1b8f81cf509c7961167c229
Regular Expression Denial of Service (ReDoS),conventional-commits-parser,https://security.snyk.io/vuln/SNYK-JS-CONVENTIONALCOMMITSPARSER-1766960,,False,<3.2.3 ,https://github.com/conventional-changelog/conventional-changelog/commit/c696fa35f93e0ee13728d6cf1221587ac6386311
Embedded Malicious Code,ua-parser-js,https://security.snyk.io/vuln/SNYK-JS-UAPARSERJS-1766952,,False,>=1.0.0 <1.0.1 >=0.8.0 <0.8.1 >=0.7.29 <0.7.30 ,
Remote Code Execution (RCE),shell-quote,https://security.snyk.io/vuln/SNYK-JS-SHELLQUOTE-1766506,CVE-2021-42740,False,<1.7.3 ,https://github.com/substack/node-shell-quote/commit/5799416ed454aa4ec9afafc895b4e31760ea1abe
Malicious Package,klow,https://security.snyk.io/vuln/SNYK-JS-KLOW-1765659,,False,* ,
Malicious Package,klown,https://security.snyk.io/vuln/SNYK-JS-KLOWN-1765660,,False,* ,
Malicious Package,okhsa,https://security.snyk.io/vuln/SNYK-JS-OKHSA-1765658,,False,* ,
Regular Expression Denial of Service (ReDoS),xss,https://security.snyk.io/vuln/SNYK-JS-XSS-1584355,,False,<1.0.10 ,https://github.com/leizongmin/js-xss/commit/699acdea7d6b2910bab6f9e95992dd9e99bef1de
Insecure Randomness,otp-generator,https://security.snyk.io/vuln/SNYK-JS-OTPGENERATOR-1655480,CVE-2021-23451,False,<3.0.0 ,https://github.com/Maheshkumar-Kakade/otp-generator/commit/b27de1ce439ae7f533cec26677e9698671275b70
Remote Code Execution (RCE),git,https://security.snyk.io/vuln/SNYK-JS-GIT-1568518,CVE-2021-23632,True,* ,
Denial of Service (DoS),uppy,https://security.snyk.io/vuln/SNYK-JS-UPPY-1734764,,False,<1.26.1 ,https://github.com/transloadit/uppy/commit/65297810bb5a9ac76172eddfedf89c93b586907c
Directory Traversal,@redocly/openapi-cli,https://security.snyk.io/vuln/SNYK-JS-REDOCLYOPENAPICLI-1730576,,False,<1.0.0-beta.59 ,https://github.com/Redocly/openapi-cli/commit/69a1580bc732128a20c62d6150801f4cc1f8c755
HTTP Request Smuggling,llhttp,https://security.snyk.io/vuln/SNYK-JS-LLHTTP-1734682,CVE-2021-22960,False,* ,https://github.com/nodejs/node/commit/21a2e554e3eaa325abbdb28f366928d0ccc0a0f0
HTTP Request Smuggling,llhttp,https://security.snyk.io/vuln/SNYK-JS-LLHTTP-1734686,CVE-2021-22959,False,* ,https://github.com/nodejs/node/commit/21a2e554e3eaa325abbdb28f366928d0ccc0a0f0
Regular Expression Denial of Service (ReDoS),prompts,https://security.snyk.io/vuln/SNYK-JS-PROMPTS-1729737,CVE-2021-3868,True,<2.4.2 ,
Improper Input Validation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1727344,CVE-2021-37973,False,>=13.0.0 <13.5.1 <12.2.1 ,
Improper Input Validation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1727342,CVE-2021-37960,False,>=14.0.0 <14.1.0 >=13.0.0 <13.5.1 <12.2.1 ,
Out-of-Bounds,hermes-engine,https://security.snyk.io/vuln/SNYK-JS-HERMESENGINE-1727253,CVE-2020-1915,False,<0.8.0 ,
Cross-site Scripting (XSS),kindeditor,https://security.snyk.io/vuln/SNYK-JS-KINDEDITOR-1726913,CVE-2021-30086,False,* ,
Cross-site Scripting (XSS),kindeditor,https://security.snyk.io/vuln/SNYK-JS-KINDEDITOR-1726916,CVE-2021-37267,False,* ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1656743,CVE-2021-30633,False,>=13.0.0 <13.5.0 <12.2.0 ,
Buffer Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1656742,CVE-2021-30628,False,>=13.0.0 <13.5.0 <12.2.0 ,
Out-of-Bounds,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1656745,CVE-2021-30626,False,>=13.0.0 <13.5.0 <12.2.0 ,
Access Restriction Bypass,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1656746,CVE-2021-30630,False,>=13.0.0 <13.5.0 <12.2.0 ,
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1656752,CVE-2021-30631,False,>=13.0.0 <13.5.0 <12.2.0 ,
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1586050,CVE-2021-30627,False,>=13.0.0 <13.5.0 <12.2.0 ,
Out-of-Bounds,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1585619,CVE-2021-30632,True,>=13.0.0 <13.5.0 <12.1.2 ,
Access Restriction Bypass,ghost,https://security.snyk.io/vuln/SNYK-JS-GHOST-1658293,,False,>=4.0.0 <4.15.1 >=3.18.0 <3.42.6 ,https://github.com/TryGhost/Ghost/commit/b6be89a44f19ab96be9768da9c2dec57deb6596b
Code Injection,@asyncapi/modelina,https://security.snyk.io/vuln/SNYK-JS-ASYNCAPIMODELINA-1657554,,True,* ,
Command Injection,ghost,https://security.snyk.io/vuln/SNYK-JS-GHOST-1656670,,False,<4.15.0 ,https://github.com/TryGhost/Ghost/commit/93e4b2eafd18bc8e4c17924e0824e73617e7940c
Buffer Overflow,bento4,https://security.snyk.io/vuln/SNYK-JS-BENTO4-1656628,CVE-2021-32265,False,* ,
Regular Expression Denial of Service (ReDoS),ethers,https://security.snyk.io/vuln/SNYK-JS-ETHERS-1586048,,True,>=5.2.0 <5.4.7 ,https://github.com/ethers-io/ethers.js/commit/32a6b2a362815eb85ce3f3abad5adf92f2b80e10
Regular Expression Denial of Service (ReDoS),stylelint,https://security.snyk.io/vuln/SNYK-JS-STYLELINT-1585622,,False,<14.0.0 ,https://github.com/stylelint/stylelint/commit/92e506820d13ad48b78d742eeb7328b3c33b2e4f
Improper Input Validation,@openzeppelin/contracts-upgradeable,https://security.snyk.io/vuln/SNYK-JS-OPENZEPPELINCONTRACTSUPGRADEABLE-1585626,,False,>=4.1.0 <4.3.2 ,
Improper Input Validation,@openzeppelin/contracts,https://security.snyk.io/vuln/SNYK-JS-OPENZEPPELINCONTRACTS-1585627,,False,>=4.1.0 <4.3.2 ,
Malicious Package,code-oss-dev,https://security.snyk.io/vuln/SNYK-JS-CODEOSSDEV-1585137,,False,* ,
Malicious Package,accessibility-insights-web,https://security.snyk.io/vuln/SNYK-JS-ACCESSIBILITYINSIGHTSWEB-1585215,,False,* ,
Regular Expression Denial of Service (ReDoS),semver-regex,https://security.snyk.io/vuln/SNYK-JS-SEMVERREGEX-1584358,,False,>=4.0.0 <4.0.1 <3.1.3 ,https://github.com/sindresorhus/semver-regex/commit/11c66245f4e1976dccc52977ed183696a21a3fd7
Regular Expression Denial of Service (ReDoS),colors-cli,https://security.snyk.io/vuln/SNYK-JS-COLORSCLI-1584218,,True,<1.0.28 ,https://github.com/jaywcjlove/colors-cli/commit/78ee15ba9111ddee1cc0640ccd79369525bd57b8
Unsafe Dependency Resolution,parse-server,https://security.snyk.io/vuln/SNYK-JS-PARSESERVER-1583451,,False,>=4.6.0 <4.10.0 >=4.0.3 <4.1.0 >=4.0.0-beta1 <4.0.2 ,
Command Injection,rebber,https://security.snyk.io/vuln/SNYK-JS-REBBER-1583439,,True,<5.2.1 ,https://github.com/zestedesavoir/zmarkdown/commit/db3fd70576028364e7168b3aec8600cf80b7a111
Directory Traversal,gun,https://security.snyk.io/vuln/SNYK-JS-GUN-1583448,,True,<0.2019.416 ,
Regular Expression Denial of Service (ReDoS),string-kit,https://security.snyk.io/vuln/SNYK-JS-STRINGKIT-1567201,,False,<0.12.8 ,https://github.com/cronvel/string-kit/commit/9cac4c298ee92c1695b0695951f1488884a7ca73
Prototype Pollution,ioredis,https://security.snyk.io/vuln/SNYK-JS-IOREDIS-1567196,,True,<4.27.8 ,https://github.com/luin/ioredis/commit/7d73b9d07b52ec077f235292aa15c7aca203bba9
Improper Input Validation,@liquity/contracts,https://security.snyk.io/vuln/SNYK-JS-LIQUITYCONTRACTS-1536792,,False,* ,
Command Injection,@npmcli/git,https://security.snyk.io/vuln/SNYK-JS-NPMCLIGIT-1536784,,False,<2.0.8 ,
Server-Side Request Forgery (SSRF),terriajs-server,https://security.snyk.io/vuln/SNYK-JS-TERRIAJSSERVER-1536742,,False,<2.7.4 ,https://github.com/TerriaJS/terriajs-server/commit/3cbc48475f50a53962f605491d0e60648a29bdf0
Regular Expression Denial of Service (ReDoS),tar,https://security.snyk.io/vuln/SNYK-JS-TAR-1536758,,False,>=6.0.0 <6.1.4 >=5.0.0 <5.0.8 <4.4.16 ,https://github.com/npm/node-tar/commit/06cbde5935aa7643f578f874de84a7da2a74fe3a
Prototype Pollution,think-config,https://security.snyk.io/vuln/SNYK-JS-THINKCONFIG-1536566,,False,<1.1.3 ,https://github.com/thinkjs/think-config/commit/31b82468d72f2e1456a27a4827cea378196db6db
Heap-based Buffer Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1534884,CVE-2021-30568,False,>=13.0.0 <13.1.8 >=12.0.0 <12.0.16 <11.4.11 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1534881,CVE-2021-30562,False,>=12.0.0 <12.0.16 <11.4.11 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1536587,CVE-2021-30572,False,>=12.0.0 <12.0.16 <11.4.11 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1536581,CVE-2021-30573,False,>=13.0.0 <13.1.8 >=12.0.0 <12.0.16 <11.4.11 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1533614,CVE-2021-30560,False,>=12.0.0 <12.0.16 <11.4.11 ,https://github.com/electron/electron/commit/99413641d19df793efc94e61e6c821aee5b194b4
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1534882,CVE-2021-30541,False,>=12.0.0 <12.0.16 <11.4.11 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1536579,CVE-2021-30569,False,>=13.0.0 <13.1.8 >=12.0.0 <12.0.16 <11.4.11 ,
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1534883,CVE-2021-30563,True,>=12.0.0 <12.0.16 <11.4.11 ,
Cross-site Scripting (XSS),joplin,https://security.snyk.io/vuln/SNYK-JS-JOPLIN-1535807,CVE-2021-37916,False,<2.1.1 ,https://github.com/laurent22/joplin/commit/feaecf765368f2c273bea3a9fa641ff0da7e6b26
Cross-site Scripting (XSS),grapesjs,https://security.snyk.io/vuln/SNYK-JS-GRAPESJS-1316252,,False,<0.17.22 ,https://github.com/artf/grapesjs/commit/25e9a0b3316b20bb11806330ae0a789c9c752b16
Malicious Package,acookie,https://security.snyk.io/vuln/SNYK-JS-ACOOKIE-1534840,,False,* ,
Malicious Package,vscode-npm-script,https://security.snyk.io/vuln/SNYK-JS-VSCODENPMSCRIPT-1534839,,False,* ,
Malicious Package,firebase-extensions,https://security.snyk.io/vuln/SNYK-JS-FIREBASEEXTENSIONS-1534838,,False,* ,
Regular Expression Denial of Service (ReDoS),glob-parent,https://security.snyk.io/vuln/SNYK-JS-GLOBPARENT-1314294,CVE-2021-35065,True,>=6.0.0 <6.0.1 ,https://github.com/gulpjs/glob-parent/commit/3e9f04a3b4349db7e1962d87c9a7398cda51f339
Cross-site Scripting (XSS),froala-editor,https://security.snyk.io/vuln/SNYK-JS-FROALAEDITOR-1320082,CVE-2021-28114,False,<3.2.7 ,
Cross-site Scripting (XSS),@toast-ui/editor,https://security.snyk.io/vuln/SNYK-JS-TOASTUIEDITOR-1536769,,False,<3.0.2 ,https://github.com/nhn/tui.editor/commit/48a01f5add76cb6eedb29cceb95f765164d69649
Cross-site Scripting (XSS),tui-editor,https://security.snyk.io/vuln/SNYK-JS-TUIEDITOR-1316284,,False,* ,https://github.com/nhn/tui.editor/commit/48a01f5add76cb6eedb29cceb95f765164d69649
Malicious 󠅮󠅰󠅭Package,hey-sven,https://security.snyk.io/vuln/SNYK-JS-HEYSVEN-1320013,,False,* ,
Cross-site Scripting (XSS),nightscout,https://security.snyk.io/vuln/SNYK-JS-NIGHTSCOUT-1319667,CVE-2021-36755,False,* ,https://github.com/nightscout/cgm-remote-monitor/commit/68f3f90e30cc1da57f7e5069f9c4e1467973521f
Prototype Pollution,urijs,https://security.snyk.io/vuln/SNYK-JS-URIJS-1319806,,False,<1.19.7 ,https://github.com/medialize/URI.js/commit/8e51b00911ba0f6e90949e2c4516b945c35021f7
Cross-site Scripting (XSS),umeditor,https://security.snyk.io/vuln/SNYK-JS-UMEDITOR-1317128,CVE-2020-18145,False,* ,
Improper Access Control,xo-web,https://security.snyk.io/vuln/SNYK-JS-XOWEB-1316691,CVE-2021-36383,False,* ,
Improper Access Control,xo-server,https://security.snyk.io/vuln/SNYK-JS-XOSERVER-1316690,CVE-2021-36383,False,* ,
Malicious Package,wp-calypso,https://security.snyk.io/vuln/SNYK-JS-WPCALYPSO-1317068,,False,* ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1314896,CVE-2021-30523,False,>=12.0.0-beta.1 <12.0.14 <11.4.10 ,https://github.com/electron/electron/commit/b16d4539fa6cccf4d1e492de255bc3bec1e05770
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1315151,CVE-2021-30522,False,>=12.0.0 <12.0.14 <11.4.10 ,https://github.com/electron/electron/commit/a42ddbc98d19b2e69c2b9a1f3d9667ce3743d387
Regular Expression Denial of Service (ReDoS),d3-color,https://security.snyk.io/vuln/SNYK-JS-D3COLOR-1076592,,True,* ,https://github.com/d3/d3-color/commit/4c2be7e59a317d0af7c3d66e44fa888f02163a59
Server-side Request Forgery (SSRF),jsoneditor,https://security.snyk.io/vuln/SNYK-JS-JSONEDITOR-1315828,,False,<2.2.2 ,https://github.com/josdejong/jsoneditor/commit/01f611226164f4a5ab33da24396c755c60bf785b
Out-of-bounds Write,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1315668,CVE-2021-30547,False,>=12.0.0 <12.0.13 <11.4.10 ,
Access of Resource Using Incompatible Type ('Type Confusion'),electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1312314,CVE-2021-30551,False,>=12.0.0-beta.1 <12.0.12 <11.4.9 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1312315,CVE-2021-30544,False,>=12.0.0-beta.1 <12.0.13 <11.4.9 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1312313,CVE-2021-30548,False,>=12.0.0-beta.1 <12.0.12 <11.4.9 ,
Cross-site Scripting (XSS),@toast-ui/editor,https://security.snyk.io/vuln/SNYK-JS-TOASTUIEDITOR-1086605,,False,<3.0.2 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1313767,CVE-2021-30553,False,>=12.0.0 <12.0.13 <11.4.10 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1313765,CVE-2021-30554,False,>=12.0.0 <12.0.13 <11.4.10 ,
Prototype Pollution,noble,https://security.snyk.io/vuln/SNYK-JS-NOBLE-1314742,,True,* ,
Directory Traversal,@backstage/techdocs-common,https://security.snyk.io/vuln/SNYK-JS-BACKSTAGETECHDOCSCOMMON-1314354,,False,<0.6.5 ,https://github.com/backstage/backstage/commit/c17c0fcf9e64a48bf8b0a1f2f4cf6ccc6f85fe70
Command Injection,find-process,https://security.snyk.io/vuln/SNYK-JS-FINDPROCESS-1090284,,False,<1.4.5 ,
Information Exposure,@apollo/client,https://security.snyk.io/vuln/SNYK-JS-APOLLOCLIENT-1085706,,False,<3.4.0-rc.2 ,
Prototype Pollution,@ianwalter/merge,https://security.snyk.io/vuln/SNYK-JS-IANWALTERMERGE-1311022,CVE-2021-23397,True,* ,
Use After Free,hermes-engine,https://security.snyk.io/vuln/SNYK-JS-HERMESENGINE-1309667,CVE-2021-24037,False,<0.7.0 ,https://github.com/facebook/hermes/commit/d86e185e485b6330216dee8e854455c694e3a36e
Prototype Pollution,nestie,https://security.snyk.io/vuln/SNYK-JS-NESTIE-1300518,,True,<1.0.2 ,https://github.com/lukeed/nestie/commit/c571c77928ecd7f256a935c7c3860f33dac4653f
Regular Expression Denial of Service (ReDoS),polished,https://security.snyk.io/vuln/SNYK-JS-POLISHED-1298071,,False,<3.7.2 >=4.0.0-beta.1 <4.1.3 ,https://github.com/styled-components/polished/commit/6afe3ed74aac71696b7b2c823a5c62bd5b916d66
Heap-based Buffer Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1296565,CVE-2021-30508,False,>=12.0.0-beta.1 <12.0.10 >=11.0.0-beta.1 <11.4.8 <10.4.7 ,https://github.com/electron/electron/commit/354dab3bac306358c89decdccc993c04bd610389
Race Condition,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1296563,CVE-2021-30510,False,>=12.0.0-beta.1 <12.0.10 >=11.0.0-beta.1 <11.4.8 <10.4.7 ,https://github.com/electron/electron/commit/354dab3bac306358c89decdccc993c04bd610389
